data;ruota;numero1;numero2;numero3;numero4;numero5
20070108;BA;53;20;19;78;88
20070108;CA;87;41;7;52;35
20070108;FI;58;50;24;72;17
20070108;GE;71;37;26;73;45
20070108;MI;3;67;29;44;36
20070108;NA;45;57;23;79;25
20070108;PA;49;59;71;56;48
20070108;RM;77;12;13;85;30
20070108;RN;46;80;16;24;42
20070108;TO;88;36;19;50;55
20070108;VE;48;90;3;8;83
20070109;BA;83;71;48;57;69
20070109;CA;66;65;68;46;28
20070109;FI;67;33;23;57;20
20070109;GE;58;87;37;35;7
20070109;MI;39;59;12;44;55
20070109;NA;65;61;49;30;15
20070109;PA;16;25;69;70;61
20070109;RM;86;36;26;24;71
20070109;RN;10;9;75;49;17
20070109;TO;32;26;14;61;75
20070109;VE;16;64;47;71;8
20070111;BA;6;35;47;30;48
20070111;CA;89;88;37;79;85
20070111;FI;85;5;65;22;14
20070111;GE;83;62;37;76;65
20070111;MI;85;59;70;42;47
20070111;NA;90;10;14;61;67
20070111;PA;71;59;49;75;76
20070111;RM;27;89;81;83;80
20070111;RN;70;13;66;4;50
20070111;TO;88;65;31;75;20
20070111;VE;72;83;10;37;60
20070113;BA;77;49;59;12;6
20070113;CA;89;11;29;23;72
20070113;FI;49;61;9;19;33
20070113;GE;77;23;18;83;49
20070113;MI;65;14;58;50;7
20070113;NA;89;8;58;53;38
20070113;PA;53;11;34;24;90
20070113;RM;11;25;49;29;32
20070113;RN;2;12;25;9;82
20070113;TO;46;17;45;75;16
20070113;VE;33;26;78;6;59
20070116;BA;1;55;27;52;51
20070116;CA;47;55;88;31;90
20070116;FI;33;73;36;12;32
20070116;GE;3;71;15;5;26
20070116;MI;80;71;63;64;40
20070116;NA;11;24;27;2;33
20070116;PA;11;24;52;56;14
20070116;RM;36;51;6;44;8
20070116;RN;3;62;33;48;78
20070116;TO;59;11;85;49;43
20070116;VE;15;17;34;56;12
20070118;BA;39;84;18;61;15
20070118;CA;39;63;70;76;48
20070118;FI;45;57;58;66;14
20070118;GE;29;40;79;53;1
20070118;MI;55;79;54;32;81
20070118;NA;7;23;25;60;26
20070118;PA;80;33;28;18;49
20070118;RM;47;90;43;1;59
20070118;RN;78;82;9;45;59
20070118;TO;18;42;52;10;4
20070118;VE;3;41;12;72;78
20070120;BA;74;33;12;42;72
20070120;CA;22;41;54;19;61
20070120;FI;47;5;50;78;81
20070120;GE;17;43;57;51;22
20070120;MI;89;4;74;44;16
20070120;NA;64;15;79;85;62
20070120;PA;18;80;25;65;19
20070120;RM;55;57;29;85;21
20070120;RN;17;61;39;18;48
20070120;TO;31;55;38;20;21
20070120;VE;23;53;80;81;58
20070123;BA;85;37;10;46;48
20070123;CA;62;51;65;86;80
20070123;FI;40;28;31;59;79
20070123;GE;77;3;13;79;53
20070123;MI;80;65;31;4;56
20070123;NA;20;74;30;26;35
20070123;PA;10;63;76;84;56
20070123;RM;8;53;32;56;45
20070123;RN;66;24;54;55;23
20070123;TO;25;12;77;58;37
20070123;VE;85;32;62;7;53
20070125;BA;26;88;64;51;27
20070125;CA;22;29;37;56;5
20070125;FI;28;42;54;39;88
20070125;GE;73;13;28;38;90
20070125;MI;64;28;46;57;69
20070125;NA;53;84;46;9;33
20070125;PA;4;27;19;36;2
20070125;RM;6;82;58;74;32
20070125;RN;90;27;56;34;84
20070125;TO;17;60;61;22;84
20070125;VE;42;83;39;62;78
20070127;BA;10;31;57;66;56
20070127;CA;69;70;60;56;22
20070127;FI;70;58;54;73;75
20070127;GE;8;6;3;41;71
20070127;MI;79;68;31;61;62
20070127;NA;44;35;33;53;90
20070127;PA;33;9;87;63;21
20070127;RM;34;52;85;84;78
20070127;RN;48;43;17;88;89
20070127;TO;13;8;46;5;16
20070127;VE;80;68;32;20;17
20070130;BA;23;35;68;7;33
20070130;CA;61;24;37;38;36
20070130;FI;38;83;45;22;72
20070130;GE;39;85;46;45;24
20070130;MI;77;12;4;81;15
20070130;NA;1;33;72;38;29
20070130;PA;60;47;11;21;44
20070130;RM;50;12;86;8;54
20070130;RN;57;84;39;11;82
20070130;TO;10;34;68;72;89
20070130;VE;39;30;76;48;41
20070201;BA;21;74;24;51;69
20070201;CA;42;39;35;50;44
20070201;FI;75;89;17;60;53
20070201;GE;74;73;85;45;79
20070201;MI;44;73;16;46;63
20070201;NA;27;77;39;74;41
20070201;PA;1;83;15;9;50
20070201;RM;20;38;88;53;44
20070201;RN;22;71;11;5;26
20070201;TO;89;61;53;11;77
20070201;VE;36;47;29;84;38
20070203;BA;3;75;68;49;47
20070203;CA;57;76;52;4;64
20070203;FI;12;87;64;16;79
20070203;GE;39;32;38;53;21
20070203;MI;51;89;68;81;82
20070203;NA;58;64;75;31;16
20070203;PA;43;46;48;67;41
20070203;RM;32;26;36;51;31
20070203;RN;44;62;32;73;1
20070203;TO;24;29;64;70;85
20070203;VE;13;50;48;38;68
20070206;BA;85;89;31;27;61
20070206;CA;83;87;43;6;73
20070206;FI;35;30;19;55;82
20070206;GE;79;17;20;68;45
20070206;MI;62;11;32;69;27
20070206;NA;39;33;6;56;9
20070206;PA;54;29;15;40;39
20070206;RM;21;31;86;49;3
20070206;RN;52;49;29;47;66
20070206;TO;86;77;29;5;75
20070206;VE;71;23;21;59;1
20070208;BA;9;10;37;57;21
20070208;CA;43;70;23;87;86
20070208;FI;85;31;62;65;86
20070208;GE;57;65;52;77;67
20070208;MI;65;42;71;10;83
20070208;NA;3;74;86;59;29
20070208;PA;61;12;48;45;37
20070208;RM;33;83;28;77;51
20070208;RN;83;26;75;89;28
20070208;TO;68;81;87;28;38
20070208;VE;11;16;57;60;54
20070210;BA;30;37;73;22;66
20070210;CA;4;86;49;6;80
20070210;FI;30;90;42;41;84
20070210;GE;79;11;51;66;27
20070210;MI;76;17;8;90;61
20070210;NA;77;57;74;6;56
20070210;PA;11;48;18;7;33
20070210;RM;55;27;57;48;62
20070210;RN;52;35;69;60;85
20070210;TO;42;46;18;61;67
20070210;VE;57;4;22;83;88
20070213;BA;86;89;38;81;75
20070213;CA;42;59;17;1;19
20070213;FI;82;42;48;27;81
20070213;GE;83;79;44;62;37
20070213;MI;4;57;84;53;67
20070213;NA;88;46;5;41;47
20070213;PA;29;87;60;78;84
20070213;RM;70;33;43;21;53
20070213;RN;2;4;30;90;83
20070213;TO;33;30;15;70;26
20070213;VE;8;22;7;89;29
20070215;BA;22;13;70;1;31
20070215;CA;85;50;45;8;69
20070215;FI;11;35;57;36;44
20070215;GE;31;28;51;62;73
20070215;MI;81;20;60;12;40
20070215;NA;78;20;29;58;6
20070215;PA;65;8;19;77;43
20070215;RM;35;72;14;51;47
20070215;RN;25;12;5;78;15
20070215;TO;14;4;84;10;88
20070215;VE;7;53;69;76;34
20070217;BA;41;24;84;21;38
20070217;CA;71;70;51;1;77
20070217;FI;40;29;62;56;41
20070217;GE;42;48;50;81;62
20070217;MI;89;41;33;25;28
20070217;NA;90;42;76;59;2
20070217;PA;62;44;64;87;20
20070217;RM;89;65;9;50;81
20070217;RN;89;43;59;7;29
20070217;TO;59;89;36;50;74
20070217;VE;25;63;16;38;11
20070220;BA;19;69;43;8;27
20070220;CA;82;75;11;49;87
20070220;FI;90;63;49;21;11
20070220;GE;9;58;10;24;40
20070220;MI;56;48;54;37;52
20070220;NA;82;74;87;22;21
20070220;PA;31;20;2;34;18
20070220;RM;25;73;42;53;50
20070220;RN;72;76;38;81;36
20070220;TO;89;30;48;87;6
20070220;VE;19;17;75;8;27
20070222;BA;51;75;49;79;20
20070222;CA;57;58;38;33;78
20070222;FI;90;51;20;8;54
20070222;GE;73;84;29;23;18
20070222;MI;90;28;82;69;4
20070222;NA;72;47;56;12;60
20070222;PA;81;41;1;13;66
20070222;RM;44;41;32;75;7
20070222;RN;74;11;44;10;42
20070222;TO;58;42;57;59;17
20070222;VE;16;13;36;33;80
20070224;BA;30;34;45;5;54
20070224;CA;48;58;22;49;62
20070224;FI;74;17;56;19;11
20070224;GE;41;53;30;42;68
20070224;MI;60;82;16;32;74
20070224;NA;1;42;78;79;56
20070224;PA;77;3;51;75;67
20070224;RM;70;56;58;64;44
20070224;RN;88;1;83;37;47
20070224;TO;29;7;48;45;23
20070224;VE;90;8;47;15;70
20070227;BA;59;48;6;89;71
20070227;CA;5;12;25;41;84
20070227;FI;6;8;64;81;25
20070227;GE;20;61;73;36;24
20070227;MI;58;38;64;79;63
20070227;NA;20;71;38;14;90
20070227;PA;58;88;33;30;62
20070227;RM;65;67;13;40;75
20070227;RN;78;85;67;9;2
20070227;TO;11;41;88;85;3
20070227;VE;90;18;13;38;57
20070301;BA;55;68;29;82;80
20070301;CA;44;47;56;39;51
20070301;FI;70;35;86;60;69
20070301;GE;85;5;84;40;48
20070301;MI;85;72;3;38;70
20070301;NA;65;81;16;26;79
20070301;PA;64;6;62;83;2
20070301;RM;40;12;41;68;23
20070301;RN;65;59;60;67;83
20070301;TO;59;48;90;30;84
20070301;VE;13;42;54;17;88
20070303;BA;32;40;75;70;62
20070303;CA;22;18;9;55;65
20070303;FI;61;50;6;31;43
20070303;GE;20;34;18;35;1
20070303;MI;6;73;42;10;86
20070303;NA;57;90;9;8;54
20070303;PA;59;4;89;26;61
20070303;RM;50;49;52;8;53
20070303;RN;29;23;3;87;52
20070303;TO;78;55;12;15;85
20070303;VE;68;43;6;77;79
20070306;BA;8;1;42;4;70
20070306;CA;88;86;82;79;63
20070306;FI;86;81;65;20;21
20070306;GE;21;34;44;32;62
20070306;MI;1;28;51;74;15
20070306;NA;1;21;82;61;57
20070306;PA;81;31;14;55;8
20070306;RM;30;62;31;38;10
20070306;RN;54;37;63;42;62
20070306;TO;71;16;89;46;78
20070306;VE;13;80;67;30;74
20070308;BA;50;12;19;48;32
20070308;CA;13;43;70;83;54
20070308;FI;5;84;48;11;54
20070308;GE;74;47;17;18;90
20070308;MI;75;44;70;33;64
20070308;NA;90;54;16;18;79
20070308;PA;27;55;85;82;37
20070308;RM;43;80;58;20;30
20070308;RN;59;12;77;40;64
20070308;TO;65;82;60;9;15
20070308;VE;54;27;18;39;9
20070310;BA;62;29;5;17;39
20070310;CA;63;25;23;85;36
20070310;FI;36;89;74;84;78
20070310;GE;53;7;20;46;16
20070310;MI;16;55;3;67;59
20070310;NA;22;59;58;69;36
20070310;PA;40;30;58;18;16
20070310;RM;75;72;6;71;34
20070310;RN;51;20;69;21;58
20070310;TO;48;51;65;20;8
20070310;VE;55;87;32;81;16
20070313;BA;48;89;87;5;63
20070313;CA;72;63;89;58;7
20070313;FI;81;1;68;74;63
20070313;GE;36;54;86;32;50
20070313;MI;83;58;51;43;29
20070313;NA;13;18;50;22;47
20070313;PA;76;66;50;12;15
20070313;RM;46;48;88;1;57
20070313;RN;70;67;5;4;60
20070313;TO;82;7;73;85;42
20070313;VE;35;86;34;32;24
20070315;BA;43;78;40;54;2
20070315;CA;69;48;53;66;57
20070315;FI;1;28;5;90;81
20070315;GE;65;88;64;3;13
20070315;MI;46;16;83;19;51
20070315;NA;61;42;24;35;56
20070315;PA;6;65;75;49;56
20070315;RM;83;22;4;75;17
20070315;RN;71;48;7;78;57
20070315;TO;10;44;28;77;78
20070315;VE;80;9;38;79;86
20070317;BA;43;73;89;18;70
20070317;CA;16;73;13;34;48
20070317;FI;56;76;47;34;38
20070317;GE;12;25;53;43;6
20070317;MI;87;71;73;64;83
20070317;NA;55;26;50;31;82
20070317;PA;81;75;22;64;10
20070317;RM;10;50;11;88;62
20070317;RN;35;15;72;19;73
20070317;TO;58;61;29;2;45
20070317;VE;69;52;81;55;15
20070320;BA;85;18;15;68;12
20070320;CA;11;1;55;23;34
20070320;FI;5;84;78;37;28
20070320;GE;33;8;9;65;43
20070320;MI;68;4;36;23;13
20070320;NA;71;81;5;4;43
20070320;PA;7;12;42;9;43
20070320;RM;75;3;85;9;56
20070320;RN;18;46;51;60;11
20070320;TO;73;59;19;76;23
20070320;VE;15;39;77;38;52
20070322;BA;80;2;71;15;26
20070322;CA;11;70;47;38;43
20070322;FI;83;18;90;84;2
20070322;GE;19;34;71;72;31
20070322;MI;32;12;25;64;18
20070322;NA;34;11;40;59;84
20070322;PA;23;63;66;85;65
20070322;RM;72;71;36;52;37
20070322;RN;86;31;53;37;17
20070322;TO;41;88;47;64;58
20070322;VE;80;22;35;43;40
20070324;BA;28;53;90;17;21
20070324;CA;15;42;8;79;69
20070324;FI;74;6;75;65;54
20070324;GE;75;10;56;62;44
20070324;MI;86;70;57;85;76
20070324;NA;63;76;35;85;15
20070324;PA;60;84;41;17;68
20070324;RM;45;14;63;5;78
20070324;RN;5;85;72;14;77
20070324;TO;27;42;74;11;14
20070324;VE;66;82;87;21;56
20070327;BA;35;86;24;65;42
20070327;CA;36;18;14;4;3
20070327;FI;43;49;65;76;90
20070327;GE;54;65;70;74;84
20070327;MI;36;77;20;70;5
20070327;NA;43;46;52;75;2
20070327;PA;75;25;55;12;52
20070327;RM;69;5;31;61;78
20070327;RN;17;25;6;10;30
20070327;TO;33;54;57;13;47
20070327;VE;47;21;40;41;46
20070329;BA;19;61;17;45;69
20070329;CA;25;69;54;78;72
20070329;FI;69;16;70;41;59
20070329;GE;79;70;64;68;44
20070329;MI;13;24;77;89;4
20070329;NA;21;34;83;55;18
20070329;PA;73;18;52;57;4
20070329;RM;17;19;5;11;45
20070329;RN;20;69;21;37;56
20070329;TO;63;37;26;76;72
20070329;VE;78;17;6;7;83
20070331;BA;87;30;55;9;61
20070331;CA;46;15;75;83;24
20070331;FI;78;66;84;30;14
20070331;GE;36;28;83;8;62
20070331;MI;74;49;69;66;80
20070331;NA;70;64;44;61;76
20070331;PA;82;59;71;19;12
20070331;RM;42;63;88;31;53
20070331;RN;41;6;55;37;27
20070331;TO;11;59;78;39;83
20070331;VE;23;66;81;84;30
20070403;BA;25;77;24;30;29
20070403;CA;47;25;66;82;43
20070403;FI;12;37;36;22;70
20070403;GE;15;42;81;27;90
20070403;MI;27;29;65;58;50
20070403;NA;16;13;14;75;32
20070403;PA;12;64;42;67;37
20070403;RM;21;44;70;49;4
20070403;RN;4;46;71;70;84
20070403;TO;45;68;13;36;5
20070403;VE;66;26;53;67;32
20070405;BA;85;87;60;29;3
20070405;CA;69;59;47;67;77
20070405;FI;86;30;7;79;10
20070405;GE;42;29;4;13;65
20070405;MI;60;26;77;25;89
20070405;NA;2;15;25;57;28
20070405;PA;17;58;88;52;53
20070405;RM;77;64;41;81;33
20070405;RN;71;38;12;54;87
20070405;TO;44;11;28;90;34
20070405;VE;21;85;5;83;18
20070407;BA;1;43;83;89;40
20070407;CA;84;25;74;15;42
20070407;FI;29;82;8;44;66
20070407;GE;31;15;77;76;79
20070407;MI;74;20;27;16;8
20070407;NA;81;62;38;41;45
20070407;PA;37;5;2;85;22
20070407;RM;67;13;2;59;9
20070407;RN;67;11;29;31;88
20070407;TO;57;63;13;51;45
20070407;VE;54;27;8;84;69
20070410;BA;78;35;16;32;5
20070410;CA;2;7;14;34;62
20070410;FI;8;77;36;38;45
20070410;GE;22;34;2;67;43
20070410;MI;30;35;32;17;40
20070410;NA;66;51;88;55;50
20070410;PA;39;20;37;78;46
20070410;RM;69;51;90;15;45
20070410;RN;54;23;78;44;47
20070410;TO;76;42;69;2;14
20070410;VE;69;70;25;36;16
20070412;BA;28;80;38;47;30
20070412;CA;86;55;70;46;87
20070412;FI;10;71;28;32;36
20070412;GE;8;72;88;14;50
20070412;MI;64;48;23;65;30
20070412;NA;76;34;39;26;64
20070412;PA;53;10;32;39;9
20070412;RM;79;82;10;81;69
20070412;RN;81;52;36;3;55
20070412;TO;54;4;48;37;45
20070412;VE;10;47;8;38;69
20070414;BA;64;28;21;79;36
20070414;CA;54;56;65;4;32
20070414;FI;3;74;22;73;76
20070414;GE;39;29;7;88;64
20070414;MI;78;37;89;34;4
20070414;NA;46;48;18;10;51
20070414;PA;87;40;69;49;44
20070414;RM;71;74;73;72;24
20070414;RN;64;88;43;9;86
20070414;TO;60;44;73;74;72
20070414;VE;4;76;45;1;17
20070417;BA;33;43;45;34;90
20070417;CA;23;32;46;34;44
20070417;FI;3;2;8;87;80
20070417;GE;89;54;88;29;13
20070417;MI;45;58;82;6;79
20070417;NA;85;66;70;40;76
20070417;PA;47;23;19;68;79
20070417;RM;47;21;66;6;3
20070417;RN;22;50;54;41;43
20070417;TO;68;15;45;72;13
20070417;VE;17;3;1;22;89
20070419;BA;65;20;32;55;75
20070419;CA;38;63;39;58;85
20070419;FI;83;50;58;39;64
20070419;GE;8;9;65;32;6
20070419;MI;30;88;77;84;19
20070419;NA;65;77;12;61;20
20070419;PA;74;25;51;90;35
20070419;RM;28;38;19;48;2
20070419;RN;88;12;60;42;56
20070419;TO;86;82;5;27;38
20070419;VE;40;73;44;53;68
20070421;BA;81;46;28;16;56
20070421;CA;37;45;84;46;25
20070421;FI;87;43;48;62;27
20070421;GE;86;81;19;72;41
20070421;MI;81;19;75;18;8
20070421;NA;43;5;34;66;82
20070421;PA;75;58;85;70;69
20070421;RM;11;67;27;6;57
20070421;RN;80;70;63;62;40
20070421;TO;63;51;71;83;22
20070421;VE;1;15;85;21;34
20070424;BA;45;80;40;58;53
20070424;CA;7;13;57;20;33
20070424;FI;8;89;32;78;2
20070424;GE;17;82;68;59;88
20070424;MI;67;29;46;2;50
20070424;NA;40;47;5;26;89
20070424;PA;36;78;14;64;41
20070424;RM;79;20;32;50;16
20070424;RN;40;10;75;79;42
20070424;TO;17;76;37;20;42
20070424;VE;84;20;47;36;13
20070426;BA;38;20;77;14;39
20070426;CA;83;69;61;68;44
20070426;FI;75;55;82;17;35
20070426;GE;23;80;72;64;14
20070426;MI;54;16;79;87;9
20070426;NA;36;87;74;62;75
20070426;PA;75;56;72;66;84
20070426;RM;85;41;81;76;7
20070426;RN;32;84;21;76;45
20070426;TO;63;87;43;57;2
20070426;VE;28;37;48;38;74
20070428;BA;7;77;52;32;39
20070428;CA;24;79;1;41;30
20070428;FI;16;52;65;66;22
20070428;GE;12;84;85;58;11
20070428;MI;37;60;40;49;32
20070428;NA;37;21;83;73;41
20070428;PA;15;58;28;27;69
20070428;RM;60;89;40;1;61
20070428;RN;58;19;26;21;83
20070428;TO;65;15;58;85;61
20070428;VE;37;52;81;34;21
20070502;BA;12;36;82;31;81
20070502;CA;39;46;40;54;65
20070502;FI;69;19;74;63;8
20070502;GE;24;45;37;82;84
20070502;MI;6;1;48;85;73
20070502;NA;20;81;11;73;72
20070502;PA;83;77;50;31;8
20070502;RM;3;60;44;14;38
20070502;RN;52;64;37;38;28
20070502;TO;78;29;25;83;55
20070502;VE;80;41;39;70;11
20070503;BA;69;39;48;57;42
20070503;CA;84;43;44;13;40
20070503;FI;1;45;79;12;53
20070503;GE;66;48;46;47;42
20070503;MI;11;15;87;37;23
20070503;NA;20;90;88;45;39
20070503;PA;88;11;57;15;18
20070503;RM;66;71;90;51;14
20070503;RN;3;78;76;17;12
20070503;TO;69;87;15;71;42
20070503;VE;35;60;59;47;80
20070505;BA;64;58;31;1;66
20070505;CA;71;61;11;73;2
20070505;FI;3;43;11;76;64
20070505;GE;74;87;9;49;47
20070505;MI;82;86;65;8;84
20070505;NA;69;84;66;36;12
20070505;PA;2;26;8;65;76
20070505;RM;73;32;54;63;43
20070505;RN;58;44;14;47;78
20070505;TO;10;37;40;46;73
20070505;VE;62;73;5;84;17
20070508;BA;58;18;78;46;83
20070508;CA;25;66;23;68;57
20070508;FI;35;57;40;39;13
20070508;GE;12;62;40;52;32
20070508;MI;76;30;77;70;9
20070508;NA;35;30;78;72;40
20070508;PA;33;17;75;62;15
20070508;RM;14;43;71;47;76
20070508;RN;77;87;67;46;61
20070508;TO;66;28;7;69;22
20070508;VE;82;43;4;55;17
20070510;BA;66;87;26;35;57
20070510;CA;66;82;44;16;81
20070510;FI;58;36;68;69;22
20070510;GE;5;83;58;26;8
20070510;MI;85;19;64;28;61
20070510;NA;55;83;15;73;44
20070510;PA;38;85;42;35;71
20070510;RM;32;66;6;22;16
20070510;RN;38;68;59;46;29
20070510;TO;9;15;76;10;86
20070510;VE;51;50;12;77;84
20070512;BA;48;70;1;80;74
20070512;CA;24;11;73;1;36
20070512;FI;57;46;44;47;62
20070512;GE;56;75;11;4;72
20070512;MI;25;1;67;9;62
20070512;NA;52;31;27;71;75
20070512;PA;81;86;72;71;32
20070512;RM;46;42;2;45;28
20070512;RN;6;36;31;72;60
20070512;TO;23;87;70;19;84
20070512;VE;3;9;63;75;27
20070515;BA;23;66;3;6;86
20070515;CA;32;64;77;72;73
20070515;FI;79;48;16;63;68
20070515;GE;83;39;86;22;25
20070515;MI;87;26;64;48;75
20070515;NA;78;13;52;60;74
20070515;PA;88;14;46;52;70
20070515;RM;33;57;29;32;87
20070515;RN;90;55;76;85;19
20070515;TO;36;81;33;62;67
20070515;VE;56;84;80;59;38
20070517;BA;85;26;84;65;21
20070517;CA;77;34;19;41;11
20070517;FI;75;70;77;14;55
20070517;GE;23;4;62;12;61
20070517;MI;10;3;53;72;42
20070517;NA;79;28;12;11;54
20070517;PA;36;61;67;32;44
20070517;RM;63;74;34;45;71
20070517;RN;44;68;61;55;84
20070517;TO;41;85;17;7;46
20070517;VE;49;56;84;38;7
20070519;BA;13;89;32;11;59
20070519;CA;35;49;26;69;54
20070519;FI;43;15;22;67;3
20070519;GE;59;22;82;45;72
20070519;MI;8;27;61;32;40
20070519;NA;7;47;9;76;26
20070519;PA;38;48;43;33;35
20070519;RM;17;25;43;86;13
20070519;RN;59;9;29;12;90
20070519;TO;31;75;52;56;88
20070519;VE;6;56;17;27;59
20070522;BA;67;38;11;72;82
20070522;CA;5;58;7;78;39
20070522;FI;44;54;61;76;45
20070522;GE;85;19;53;30;49
20070522;MI;77;30;26;21;85
20070522;NA;88;52;8;77;17
20070522;PA;1;45;89;90;57
20070522;RM;90;28;85;26;17
20070522;RN;31;17;71;15;49
20070522;TO;75;56;32;85;5
20070522;VE;90;79;49;61;20
20070524;BA;39;87;2;30;79
20070524;CA;88;42;11;22;72
20070524;FI;61;66;63;15;5
20070524;GE;49;80;57;9;63
20070524;MI;32;29;67;88;75
20070524;NA;19;88;87;7;20
20070524;PA;44;22;14;54;6
20070524;RM;13;33;60;46;36
20070524;RN;18;72;38;84;71
20070524;TO;17;9;84;73;76
20070524;VE;66;79;51;41;21
20070526;BA;78;31;43;10;88
20070526;CA;56;59;41;7;2
20070526;FI;63;83;58;41;49
20070526;GE;63;89;1;72;65
20070526;MI;31;73;8;74;75
20070526;NA;68;60;34;1;71
20070526;PA;62;9;21;38;47
20070526;RM;5;53;47;45;35
20070526;RN;47;60;66;23;77
20070526;TO;2;40;57;82;43
20070526;VE;2;29;4;72;51
20070529;BA;1;25;15;68;38
20070529;CA;83;53;39;90;18
20070529;FI;42;12;15;34;10
20070529;GE;15;34;10;20;73
20070529;MI;17;44;38;41;54
20070529;NA;16;39;87;45;51
20070529;PA;70;20;68;90;31
20070529;RM;31;13;24;8;90
20070529;RN;51;67;63;76;52
20070529;TO;63;70;16;20;62
20070529;VE;81;42;51;23;53
20070531;BA;21;81;10;25;33
20070531;CA;14;31;45;79;32
20070531;FI;36;14;77;25;85
20070531;GE;72;26;62;73;8
20070531;MI;79;3;16;55;4
20070531;NA;38;26;32;70;52
20070531;PA;77;19;71;85;23
20070531;RM;7;68;3;84;86
20070531;RN;18;37;45;70;71
20070531;TO;33;18;90;19;88
20070531;VE;17;51;27;73;81
20070604;BA;39;26;38;62;76
20070604;CA;29;23;48;45;74
20070604;FI;76;50;41;53;58
20070604;GE;86;74;68;48;40
20070604;MI;88;60;66;48;52
20070604;NA;17;70;86;67;45
20070604;PA;75;40;65;78;48
20070604;RM;40;57;20;17;65
20070604;RN;86;38;39;8;66
20070604;TO;9;84;32;63;47
20070604;VE;19;66;73;27;11
20070605;BA;9;62;71;44;82
20070605;CA;63;60;54;80;3
20070605;FI;1;4;54;72;9
20070605;GE;21;25;11;87;89
20070605;MI;13;2;22;23;30
20070605;NA;29;43;73;48;66
20070605;PA;71;12;54;56;2
20070605;RM;83;52;10;64;76
20070605;RN;41;66;82;29;24
20070605;TO;8;39;87;33;66
20070605;VE;56;84;5;33;70
20070607;BA;66;78;86;40;38
20070607;CA;59;18;44;69;62
20070607;FI;59;65;69;87;89
20070607;GE;83;22;12;86;63
20070607;MI;72;87;71;12;80
20070607;NA;69;89;45;20;71
20070607;PA;73;26;19;52;22
20070607;RM;80;90;35;73;54
20070607;RN;53;67;81;32;70
20070607;TO;22;7;90;78;3
20070607;VE;23;49;82;43;21
20070609;BA;53;10;41;2;43
20070609;CA;63;90;23;59;69
20070609;FI;20;17;87;80;31
20070609;GE;19;16;74;85;1
20070609;MI;54;66;4;14;12
20070609;NA;26;71;7;79;18
20070609;PA;19;57;79;85;27
20070609;RM;5;4;76;58;75
20070609;RN;23;17;73;80;61
20070609;TO;42;74;68;84;48
20070609;VE;56;68;32;21;13
20070612;BA;17;89;38;55;26
20070612;CA;76;2;86;46;55
20070612;FI;1;65;84;51;86
20070612;GE;17;7;67;80;36
20070612;MI;61;38;31;40;82
20070612;NA;14;11;54;1;87
20070612;PA;66;54;28;55;89
20070612;RM;47;18;75;46;81
20070612;RN;53;80;9;72;90
20070612;TO;84;17;6;25;50
20070612;VE;13;89;79;28;31
20070614;BA;12;42;83;24;89
20070614;CA;74;64;30;35;68
20070614;FI;46;24;85;76;65
20070614;GE;48;23;65;6;78
20070614;MI;44;9;53;26;38
20070614;NA;86;59;13;61;6
20070614;PA;42;55;72;18;8
20070614;RM;86;52;61;90;11
20070614;RN;34;89;27;77;54
20070614;TO;68;64;42;34;55
20070614;VE;25;12;22;34;87
20070616;BA;32;11;28;82;59
20070616;CA;49;87;56;5;8
20070616;FI;66;28;26;84;25
20070616;GE;19;87;35;15;6
20070616;MI;29;58;26;71;89
20070616;NA;29;73;6;38;13
20070616;PA;39;31;35;37;86
20070616;RM;43;60;49;71;19
20070616;RN;6;62;8;40;61
20070616;TO;76;86;58;57;33
20070616;VE;60;61;83;26;51
20070619;BA;2;86;64;83;70
20070619;CA;74;1;87;62;32
20070619;FI;65;37;53;49;43
20070619;GE;82;24;44;84;75
20070619;MI;41;79;90;64;88
20070619;NA;80;13;45;72;63
20070619;PA;1;53;77;23;46
20070619;RM;26;38;43;78;63
20070619;RN;27;72;28;18;26
20070619;TO;24;25;41;15;50
20070619;VE;37;18;32;85;67
20070621;BA;35;5;7;49;61
20070621;CA;9;88;85;63;71
20070621;FI;2;64;78;46;40
20070621;GE;48;67;6;74;52
20070621;MI;77;60;30;69;22
20070621;NA;10;69;43;7;73
20070621;PA;90;26;3;81;47
20070621;RM;90;67;44;81;63
20070621;RN;80;59;6;78;81
20070621;TO;82;53;84;80;72
20070621;VE;51;65;58;67;42
20070623;BA;65;77;41;12;62
20070623;CA;37;62;2;9;58
20070623;FI;42;86;50;13;17
20070623;GE;44;76;18;51;17
20070623;MI;90;76;2;6;11
20070623;NA;15;12;73;48;82
20070623;PA;68;65;13;80;17
20070623;RM;70;81;45;68;41
20070623;RN;40;22;34;38;29
20070623;TO;36;64;71;52;84
20070623;VE;46;40;68;67;39
20070626;BA;69;78;83;14;67
20070626;CA;90;75;10;13;80
20070626;FI;6;70;74;83;71
20070626;GE;46;5;86;12;29
20070626;MI;15;31;7;17;20
20070626;NA;70;47;41;48;55
20070626;PA;45;12;13;84;90
20070626;RM;47;2;85;51;60
20070626;RN;18;79;4;89;34
20070626;TO;70;67;26;85;20
20070626;VE;40;76;64;5;62
20070628;BA;47;85;72;46;58
20070628;CA;16;35;76;84;13
20070628;FI;20;76;70;46;66
20070628;GE;63;52;20;2;22
20070628;MI;3;33;23;88;8
20070628;NA;83;62;78;76;30
20070628;PA;52;35;19;72;18
20070628;RM;90;74;41;54;81
