data;concorso;numero1;numero2;numero3;numero4;numero5;numero6;jolly;superstar
20081014;124;11;14;43;46;61;70;82;73
20081016;125;1;20;22;23;61;82;70;58
20081018;126;8;25;33;48;58;90;53;63
20081021;127;4;47;76;78;81;86;6;49
20081023;128;7;20;21;74;75;81;33;10
20081025;129;13;16;28;32;71;85;78;67
20081028;130;5;9;50;80;82;88;89;18
20081030;131;2;25;26;41;55;75;59;15
20081103;132;16;21;33;42;52;66;19;75
20081104;133;6;28;32;39;57;85;47;51
20081106;134;24;26;31;39;49;81;89;29
20081108;135;3;31;33;37;52;54;17;42
20081111;136;6;10;22;48;61;65;58;70
20081113;137;15;17;24;31;80;86;52;48
20081115;138;5;7;13;40;52;84;37;21
20081118;139;3;4;7;44;52;89;47;46
20081120;140;25;39;43;46;59;67;75;72
20081122;141;7;30;45;50;55;74;60;17
20081125;142;19;48;61;73;81;83;22;73
20081127;143;27;28;46;48;52;70;71;60
20081129;144;2;3;22;46;61;80;49;68
20081202;145;8;9;17;33;80;86;22;6
20081204;146;17;44;49;60;66;81;74;34
20081206;147;30;46;54;56;72;86;22;85
20081209;148;1;38;47;50;58;65;22;45
20081211;149;40;60;68;72;84;89;90;65
20081213;150;28;32;45;61;63;76;43;11
20081216;151;17;20;48;62;85;90;69;39
20081218;152;9;26;29;31;58;70;21;43
20081220;153;12;14;29;48;49;85;79;14
20081223;154;30;45;66;69;75;80;63;52
20081224;155;17;32;33;50;61;82;67;56
20081227;156;8;25;31;65;87;90;28;1
20081230;157;23;32;38;40;51;71;48;52
20090102;1;16;19;29;34;48;64;53;34
20090103;2;17;24;25;40;58;64;27;51
20090107;3;14;31;35;40;50;66;68;16
20090108;4;14;23;24;41;71;73;63;33
20090110;5;2;15;35;54;60;78;27;64
20090113;6;9;14;21;55;66;90;4;28
20090115;7;8;15;24;25;44;55;86;76
20090117;8;13;17;25;55;64;85;11;36
20090120;9;19;35;49;52;75;79;41;7
20090122;10;1;2;40;52;67;82;23;78
20090124;11;2;4;13;23;28;68;49;13
20090127;12;20;31;44;51;65;74;71;66
20090129;13;27;32;55;65;76;86;60;51
20090131;14;1;3;8;38;83;88;16;85
20090203;15;11;13;17;49;51;61;8;13
20090205;16;7;18;27;33;35;43;28;56
20090207;17;8;23;58;61;76;79;90;71
20090210;18;11;18;47;80;89;90;70;9
20090212;19;3;24;31;32;61;85;17;4
20090214;20;7;32;43;50;68;73;31;13
20090217;21;17;20;63;78;82;85;42;78
20090219;22;28;30;32;33;34;52;14;17
20090221;23;6;39;40;41;50;54;2;34
20090224;24;33;38;47;67;68;81;51;90
20090226;25;10;19;25;35;51;73;66;56
20090228;26;6;26;56;65;69;82;19;14
20090303;27;20;39;42;45;74;77;81;12
20090305;28;29;36;37;40;70;75;7;40
20090307;29;4;14;45;53;77;84;69;57
20090310;30;33;57;63;65;78;88;55;79
20090312;31;2;10;19;36;78;90;83;6
20090314;32;10;15;46;51;65;75;29;17
20090317;33;3;38;44;50;53;70;22;64
20090319;34;1;39;40;52;54;64;37;38
20090321;35;4;39;43;59;74;90;30;26
20090324;36;1;9;11;21;36;47;29;20
20090326;37;13;21;70;71;72;85;82;12
20090328;38;1;10;55;61;72;77;30;75
20090331;39;2;4;16;20;29;53;65;16
20090402;40;3;12;16;30;84;89;18;3
20090404;41;2;3;4;27;34;42;59;55
20090407;42;3;37;54;65;87;89;58;16
20090409;43;2;23;36;62;75;79;48;21
20090411;44;6;34;59;61;83;90;53;60
20090414;45;2;5;20;43;64;83;66;4
20090416;46;3;9;17;38;54;62;64;28
20090418;47;20;46;48;62;71;86;44;80
20090421;48;19;22;26;59;61;71;57;88
20090423;49;24;29;40;71;74;78;21;57
20090427;50;7;40;54;64;69;71;67;70
20090428;51;11;12;32;55;72;87;88;36
20090430;52;28;64;65;77;85;89;47;22
20090502;53;2;25;31;38;45;84;24;62
20090505;54;7;12;19;43;71;77;44;36
20090507;55;31;43;67;69;76;80;1;67
20090509;56;9;11;40;48;68;84;6;47
20090512;57;4;9;22;23;47;73;45;2
20090514;58;1;22;41;69;73;89;39;54
20090516;59;39;50;55;57;78;82;81;52
20090519;60;36;55;62;66;81;85;9;33
20090521;61;11;14;17;24;39;48;64;15
20090523;62;9;25;29;43;48;54;65;12
20090526;63;6;33;35;64;66;77;85;50
20090528;64;5;27;37;63;67;77;75;49
20090530;65;1;13;17;31;58;62;74;2
20090603;66;32;33;37;43;44;79;74;71
20090604;67;7;57;60;67;69;90;14;22
20090606;68;8;14;16;18;56;60;69;20
20090609;69;14;17;39;47;58;85;61;45
20090611;70;4;10;24;59;72;83;47;15
20090613;71;8;19;25;73;76;84;33;78
20090616;72;6;14;39;47;63;82;74;61
20090618;73;15;27;31;52;74;77;54;46
20090620;74;1;7;38;58;62;78;79;74
20090623;75;2;3;37;38;58;59;24;53
20090625;76;23;36;38;52;62;63;43;81
20090627;77;29;56;66;77;88;89;45;39
20090630;78;12;19;24;51;56;78;3;87
20090702;79;12;13;38;46;47;72;5;17
20090704;80;6;35;53;67;75;89;2;66
20090707;81;41;44;55;56;68;79;40;17
20090709;82;7;29;57;60;79;87;84;11
20090711;83;8;21;32;33;60;69;48;64
20090714;84;33;35;47;51;62;89;5;74
20090716;85;6;35;38;48;58;76;26;79
20090718;86;4;32;34;56;61;82;81;6
20090721;87;27;32;40;49;75;82;5;84
20090723;88;9;12;60;69;72;89;2;80
20090725;89;7;35;36;41;45;88;52;46
20090728;90;1;21;29;40;63;70;39;26
20090730;91;2;68;77;81;83;84;19;7
20090801;92;17;21;23;31;33;37;79;51
20090804;93;4;8;51;72;74;88;85;41
20090806;94;40;41;49;56;61;63;2;67
20090808;95;24;51;58;61;74;77;43;20
20090811;96;26;29;40;50;54;72;78;85
20090813;97;11;29;56;63;88;90;22;8
20090817;98;4;10;27;28;34;57;71;58
20090818;99;2;19;43;49;77;82;50;7
20090820;100;2;16;38;67;70;84;4;44
20090822;101;10;11;27;45;79;88;42;63
20090825;102;4;5;22;48;53;86;41;10
20090827;103;15;20;36;69;74;87;86;53
20090829;104;15;19;26;34;67;69;50;77
20090901;105;12;14;19;38;41;45;31;28
20090903;106;18;54;56;58;62;66;32;45
20090905;107;15;31;39;49;64;85;56;44
20090908;108;6;13;41;71;75;86;58;36
20090910;109;17;39;41;47;77;83;63;34
20090912;110;5;21;26;45;47;49;11;29
20090915;111;26;60;61;72;85;88;73;54
20090917;112;19;32;34;63;74;89;55;85
20090919;113;4;8;20;21;44;80;77;18
20090922;114;17;40;50;73;74;82;19;28
20090924;115;5;9;25;30;76;81;6;68
20090926;116;34;69;70;73;82;90;80;77
20090929;117;10;22;24;45;67;76;71;48
20091001;118;4;19;34;52;68;77;63;47
20091003;119;28;38;59;60;71;83;54;33
20091006;120;23;24;49;69;70;72;88;4
20091008;121;1;12;17;65;70;90;24;9
20091010;122;9;33;34;52;82;83;51;16
20091013;123;5;11;40;43;56;82;7;23
20091015;124;3;29;51;55;73;81;83;23
20091017;125;8;24;45;47;72;84;78;27
20091020;126;41;47;49;55;77;90;22;75
20091022;127;29;33;34;64;65;87;37;42
20091024;128;6;26;37;38;55;73;22;63
20091027;129;38;43;44;45;63;77;42;49
20091029;130;29;37;42;52;54;59;79;18
20091031;131;13;16;41;49;58;76;47;23
20091103;132;22;35;44;66;71;88;76;44
20091105;133;12;20;28;57;74;85;41;6
20091107;134;9;11;70;74;75;84;80;7
20091110;135;24;32;56;59;76;81;55;85
20091112;136;37;43;49;66;73;88;10;82
20091114;137;15;27;31;40;63;82;53;88
20091117;138;16;25;28;30;39;51;9;51
20091119;139;1;35;42;55;57;62;87;14
20091121;140;36;37;50;57;73;83;69;19
20091124;141;19;47;69;71;86;87;17;49
20091126;142;26;31;32;50;61;77;55;51
20091128;143;3;42;52;67;78;86;57;44
20091201;144;21;25;36;51;82;90;61;66
20091203;145;19;30;34;49;54;74;2;16
20091205;146;20;63;66;74;75;77;88;58
20091209;147;9;30;50;57;62;70;31;41
20091210;148;33;36;39;50;65;70;55;5
20091212;149;10;16;40;55;66;77;36;47
20091215;150;1;4;48;53;61;85;82;84
20091217;151;1;23;32;53;66;83;56;21
20091219;152;9;15;17;34;73;83;67;15
20091222;153;6;13;17;52;64;82;24;35
20091224;154;5;25;37;52;62;79;11;77
20091228;155;34;36;61;62;78;88;55;20
20091229;156;11;16;21;62;70;84;24;4
20091231;157;40;41;45;51;52;79;31;76
20100102;1;10;23;47;63;70;81;19;51
20100105;2;44;48;49;68;86;87;62;84
20100107;3;13;24;26;34;76;77;80;75
20100109;4;1;30;32;45;69;83;49;89
20100112;5;26;27;39;55;59;63;71;57
20100114;6;4;24;47;66;74;77;81;50
20100116;7;14;18;32;33;46;88;35;62
20100119;8;5;18;55;59;65;74;53;20
20100121;9;11;21;53;62;63;68;10;85
20100123;10;2;23;24;70;81;90;35;27
20100126;11;6;15;18;23;53;62;80;74
20100128;12;21;23;25;27;36;84;80;80
20100130;13;4;17;52;55;56;67;26;13
20100202;14;8;26;32;40;62;88;87;18
20100204;15;11;25;36;49;53;85;55;49
20100206;16;24;40;43;51;53;88;31;68
20100209;17;20;22;24;40;51;80;60;82
20100211;18;4;19;32;58;73;87;29;35
20100213;19;1;14;26;49;71;89;40;4
20100216;20;46;48;63;68;83;85;13;29
20100218;21;7;34;49;51;58;86;69;83
20100220;22;19;26;63;67;68;83;6;5
20100223;23;12;30;35;44;49;62;22;30
20100225;24;1;64;67;68;79;90;59;25
20100227;25;13;43;47;55;67;70;82;71
20100302;26;4;5;18;35;40;90;38;18
20100304;27;17;24;34;48;61;87;39;75
20100306;28;16;21;30;35;57;78;36;38
20100309;29;26;28;48;52;55;90;64;49
20100311;30;7;8;25;46;65;78;74;45
20100313;31;8;9;11;14;79;90;82;90
20100316;32;6;15;21;27;49;85;66;81
20100318;33;4;5;29;58;71;84;49;35
20100320;34;4;18;26;47;61;80;35;15
20100323;35;20;29;44;54;64;69;23;59
20100325;36;6;50;67;69;77;88;32;75
20100327;37;44;45;58;65;66;85;16;35
20100330;38;8;30;64;69;80;88;35;5
20100401;39;23;25;37;38;50;86;43;31
20100403;40;2;16;19;47;49;57;27;23
20100406;41;1;30;67;68;71;80;56;84
20100408;42;7;29;36;50;56;75;25;51
20100410;43;6;31;58;64;74;82;33;36
20100413;44;33;42;46;55;69;90;83;45
20100415;45;34;37;38;39;59;90;42;86
20100417;46;30;54;66;67;76;90;14;5
20100420;47;4;14;40;41;54;79;50;55
20100422;48;6;25;29;44;68;74;76;88
20100424;49;6;7;45;46;67;85;31;21
20100427;50;4;26;28;59;61;68;60;42
20100429;51;31;38;49;54;62;76;60;87
20100503;52;19;33;45;55;82;84;86;2
20100504;53;5;15;23;39;43;49;29;87
20100506;54;2;4;25;34;61;66;47;87
20100508;55;18;26;45;67;70;90;32;55
20100511;56;13;28;39;45;68;81;8;40
20100513;57;19;29;37;46;64;75;70;4
20100515;58;22;32;34;70;78;90;61;73
20100518;59;50;55;57;62;78;83;23;29
20100520;60;19;38;48;54;71;84;28;31
20100522;61;31;32;57;59;78;79;10;73
20100525;62;6;34;43;60;71;73;81;71
20100527;63;9;39;49;64;65;72;52;7
20100529;64;22;68;75;83;85;89;10;72
20100601;65;3;15;46;67;75;78;5;51
20100603;66;30;38;46;47;62;67;68;63
20100605;67;1;6;13;24;46;89;8;86
20100608;68;24;33;54;69;79;86;52;41
20100610;69;16;19;48;51;65;85;40;58
20100612;70;16;27;43;46;62;85;52;62
20100615;71;48;54;64;75;79;87;27;35
20100617;72;20;46;50;52;69;86;64;20
20100619;73;3;8;10;22;32;50;58;63
20100622;74;9;19;54;73;83;90;47;42
20100624;75;12;18;49;51;66;69;50;77
20100626;76;9;28;33;38;50;55;47;49
20100629;77;1;13;18;41;68;84;64;22
20100701;78;1;14;38;77;80;89;57;39
20100703;79;14;18;48;52;64;75;26;76
20100706;80;9;34;57;72;84;88;43;72
20100708;81;23;25;43;50;51;61;30;77
20100710;82;10;25;34;79;85;86;15;87
20100713;83;9;20;33;48;55;84;10;74
20100715;84;4;5;11;15;20;46;82;75
20100717;85;1;9;32;56;71;79;10;39
20100720;86;19;33;45;50;54;86;63;89
20100722;87;30;37;41;45;47;57;82;24
20100724;88;37;47;51;54;78;82;26;70
20100727;89;37;47;69;75;86;88;6;65
20100729;90;6;7;11;19;34;49;73;21
20100731;91;14;15;16;27;56;57;21;76
20100803;92;8;38;48;66;70;86;75;58
20100805;93;11;17;47;57;79;86;70;82
20100807;94;1;7;19;65;67;74;87;78
20100810;95;1;10;17;31;58;80;40;63
20100812;96;2;40;47;54;66;83;25;20
20100814;97;6;10;69;78;83;86;26;52
20100817;98;4;19;52;67;82;90;45;7
20100819;99;9;17;37;51;70;78;56;88
20100821;100;14;59;64;75;80;83;42;15
20100824;101;50;53;66;69;70;90;51;36
20100826;102;13;28;36;45;59;65;41;9
20100828;103;6;11;13;48;72;77;85;78
20100831;104;10;21;35;40;63;79;80;76
20100902;105;18;30;40;64;88;89;69;79
20100904;106;13;54;56;67;82;90;25;29
20100907;107;3;7;48;67;87;90;31;60
20100909;108;8;26;32;44;82;86;37;4
20100911;109;10;16;36;70;71;73;66;85
20100914;110;6;29;54;62;72;80;5;29
20100916;111;5;49;71;83;85;88;74;28
20100918;112;4;23;24;35;77;79;17;11
20100921;113;46;49;61;69;74;82;66;41
20100923;114;25;32;64;74;85;90;6;29
20100925;115;13;16;45;58;63;72;74;69
20100928;116;18;20;46;54;57;65;58;20
20100930;117;6;24;55;67;70;75;19;74
20101002;118;9;16;31;43;49;83;61;10
20101005;119;17;38;42;50;68;86;62;1
20101007;120;19;22;49;65;70;87;60;61
20101009;121;24;30;42;54;84;85;75;9
20101012;122;18;23;31;38;47;51;35;88
20101014;123;9;15;19;38;48;77;75;53
20101016;124;16;31;41;61;65;77;25;34
20101019;125;31;49;54;57;80;88;22;25
20101021;126;3;13;33;42;56;85;68;71
20101023;127;12;26;46;69;72;87;18;71
20101026;128;30;32;49;53;72;84;86;44
20101028;129;16;29;32;53;61;72;88;23
20101030;130;4;26;40;54;55;67;41;78
20101102;131;31;39;53;56;68;90;66;18
20101104;132;1;10;47;50;52;74;23;18
20101106;133;13;35;41;44;59;79;74;84
20101109;134;23;37;41;51;62;74;33;43
20101111;135;28;49;50;54;66;68;77;63
20101113;136;2;34;45;47;54;74;48;20
20101116;137;26;38;40;66;76;81;33;50
20101118;138;23;32;33;47;63;81;77;67
20101120;139;5;7;46;65;73;82;1;20
20101123;140;46;54;65;70;82;85;23;37
20101125;141;5;14;48;52;57;90;61;50
20101127;142;21;38;41;43;52;77;5;41
20101130;143;19;20;32;64;87;89;69;37
20101202;144;10;35;39;57;61;75;12;11
20101204;145;16;20;36;39;42;51;80;61
20101207;146;27;31;45;61;74;79;70;22
20101209;147;12;32;54;60;89;90;71;25
20101211;148;3;17;35;52;69;83;68;5
20101214;149;3;17;48;76;77;90;83;3
20101216;150;9;15;27;54;76;86;56;8
20101218;151;30;38;52;63;74;89;10;36
20101221;152;8;9;19;48;51;81;26;50
20101223;153;5;12;16;44;71;75;21;28
20101227;154;4;39;62;67;69;78;65;5
20101228;155;1;4;21;56;69;75;59;10
20101230;156;5;29;35;39;41;45;46;44
20110103;1;4;7;12;20;74;89;76;9
20110104;2;1;12;21;31;39;49;25;51
20110107;3;14;25;44;54;78;89;66;49
20110108;4;26;68;73;75;76;86;71;83
20110111;5;12;13;31;69;71;77;49;18
20110113;6;15;17;34;59;83;86;23;49
20110115;7;5;8;37;77;79;90;9;63
20110118;8;10;50;55;61;87;90;26;42
20110120;9;4;23;35;54;72;88;74;43
20110122;10;6;8;15;52;67;86;42;45
20110125;11;3;12;13;15;43;46;11;37
20110127;12;1;11;27;45;49;61;80;49
20110129;13;11;35;58;64;68;72;26;31
20110201;14;22;30;43;62;70;71;50;88
20110203;15;20;25;37;45;49;63;73;37
20110205;16;25;32;43;52;65;78;88;39
20110208;17;10;11;20;41;55;83;1;67
20110210;18;1;47;54;81;84;89;22;57
20110212;19;1;3;19;23;61;78;36;16
20110215;20;25;40;63;78;82;85;88;80
20110217;21;10;17;18;25;45;84;21;73
20110219;22;27;44;48;57;77;83;47;78
20110222;23;2;3;38;42;56;74;23;88
20110224;24;2;25;50;63;76;85;77;74
20110226;25;16;18;20;26;32;35;8;11
20110301;26;9;32;42;55;71;90;86;31
20110303;27;12;41;64;75;82;84;34;29
20110305;28;3;12;38;50;54;55;19;74
20110308;29;22;28;32;57;58;85;50;8
20110310;30;7;14;21;47;58;71;43;61
20110312;31;22;26;42;44;58;83;59;24
20110315;32;6;25;62;80;85;86;57;44
20110318;33;6;16;35;52;53;69;49;66
20110319;34;10;21;43;47;58;85;2;49
20110322;35;2;32;49;52;54;80;90;60
20110324;36;7;13;19;65;86;88;46;68
20110326;37;37;38;56;62;70;83;88;15
20110329;38;2;11;37;45;48;66;22;15
20110331;39;3;25;43;55;72;80;85;88
20110402;40;8;14;20;36;45;85;26;70
20110405;41;5;30;31;55;57;70;84;62
20110407;42;21;22;46;56;63;66;34;85
20110409;43;12;13;17;38;74;87;18;21
20110412;44;29;37;50;62;70;86;27;62
20110414;45;24;26;43;71;79;80;7;23
20110416;46;9;17;29;37;49;68;70;53
20110419;47;9;12;21;34;64;67;1;70
20110421;48;8;14;23;25;45;69;78;78
20110423;49;6;34;35;54;62;84;45;26
20110426;50;14;32;56;72;78;79;27;55
20110428;51;38;42;45;69;86;90;63;47
20110430;52;15;29;36;48;74;83;45;60
20110503;53;30;40;51;52;54;74;72;12
20110505;54;21;31;33;40;50;52;62;89
20110507;55;3;4;22;43;65;67;10;33
20110510;56;12;35;75;76;82;84;17;18
20110512;57;1;3;6;21;85;90;58;46
20110514;58;2;21;22;56;70;81;44;51
20110517;59;28;41;55;69;79;82;35;61
20110519;60;5;24;32;78;80;83;40;16
20110521;61;8;12;18;31;32;85;73;69
20110524;62;65;72;74;79;87;90;30;23
20110526;63;20;24;31;38;54;72;27;52
20110528;64;15;16;79;80;84;88;83;38
20110531;65;1;10;62;69;78;85;30;27
20110603;66;14;16;24;30;34;72;17;86
20110604;67;21;44;46;49;58;67;88;59
20110607;68;5;20;44;51;54;90;63;43
20110609;69;10;17;21;35;36;76;83;73
20110611;70;11;29;39;41;43;55;83;22
20110614;71;40;44;49;57;58;87;1;28
20110616;72;18;48;57;59;84;87;6;43
20110618;73;19;22;25;67;74;89;1;18
20110621;74;2;41;62;75;79;87;3;61
20110623;75;11;27;47;50;58;82;22;8
20110625;76;11;17;35;42;71;76;82;30
20110628;77;5;6;29;43;66;74;47;48
20110630;78;7;20;35;37;57;70;42;31
20110702;79;6;9;11;19;45;51;69;20
20110705;80;2;6;7;51;57;71;10;49
20110707;81;1;2;34;54;79;88;45;53
20110709;82;11;22;42;49;58;89;78;22
20110712;83;7;27;28;45;57;75;24;18
20110714;84;21;35;51;68;81;90;13;6
20110716;85;17;20;38;51;53;74;5;79
20110719;86;35;43;56;58;71;90;40;34
20110721;87;9;13;31;35;45;79;62;88
20110723;88;36;42;63;77;81;86;78;65
20110726;89;6;38;50;63;65;74;11;76
20110728;90;21;23;25;65;67;78;40;63
20110730;91;9;33;36;54;60;86;28;65
20110802;92;1;5;32;49;69;72;89;28
20110804;93;3;10;18;42;67;90;80;1
20110806;94;18;21;58;65;89;90;62;67
20110809;95;30;41;55;68;76;82;70;58
20110811;96;8;17;51;60;63;79;22;49
20110813;97;14;31;37;49;74;78;76;2
20110816;98;2;6;27;29;38;55;26;58
20110818;99;18;23;34;37;67;68;87;44
20110820;100;18;26;29;78;79;80;49;56
20110823;101;2;34;42;43;58;76;52;47
20110825;102;18;38;39;45;57;90;69;13
20110827;103;9;43;50;51;57;83;27;50
20110830;104;12;23;32;35;52;55;75;51
20110901;105;8;12;26;44;48;50;68;46
20110903;106;3;5;9;41;58;62;82;11
20110906;107;14;15;21;41;60;63;37;8
20110908;108;20;45;61;67;80;88;16;15
20110910;109;2;8;9;29;53;75;83;63
20110913;110;61;64;74;75;80;87;38;28
20110915;111;6;19;30;45;52;89;7;80
20110917;112;13;45;70;72;81;84;71;50
20110920;113;7;23;39;48;69;75;83;68
20110922;114;4;6;27;37;45;58;84;1
20110924;115;4;23;56;71;76;78;73;1
20110927;116;18;28;35;52;57;75;83;68
20110929;117;11;26;41;45;75;77;46;60
20111001;118;3;5;13;54;58;85;90;24
20111004;119;1;8;41;68;69;73;50;27
20111006;120;5;8;11;47;56;63;87;12
20111008;121;1;26;45;58;66;88;34;2
20111011;122;23;36;41;43;83;90;17;89
20111013;123;9;19;27;53;78;81;39;88
20111015;124;33;40;44;54;64;85;12;41
20111018;125;1;19;29;60;76;77;2;67
20111020;126;7;11;21;34;69;88;76;72
20111022;127;9;15;22;56;61;86;24;8
20111025;128;13;21;24;39;44;60;66;73
20111027;129;2;41;63;64;67;73;76;70
20111029;130;8;16;23;24;71;77;40;60
20111102;131;5;14;41;48;59;90;6;31
20111103;132;52;55;65;75;79;81;88;29
20111105;133;23;44;46;59;74;80;67;40
20111108;134;23;52;71;74;78;86;54;4
20111110;135;8;13;24;39;57;77;21;56
20111112;136;25;32;46;58;74;79;73;40
20111115;137;18;21;36;38;45;62;85;83
20111117;138;12;25;30;33;38;84;47;39
20111119;139;13;24;52;53;88;90;1;79
20111122;140;11;16;17;25;61;72;18;48
20111124;141;3;33;62;69;75;79;2;73
20111126;142;26;29;35;81;82;87;56;37
20111129;143;13;24;29;37;55;67;47;62
20111201;144;4;10;29;41;54;74;14;25
20111203;145;7;13;16;42;67;68;83;11
20111206;146;1;4;10;24;55;90;60;2
20111209;147;1;49;51;60;83;84;72;56
20111210;148;28;31;48;56;72;78;65;34
20111213;149;10;26;31;36;72;85;61;3
20111215;150;7;37;40;53;55;62;58;23
20111217;151;2;28;37;56;77;79;85;12
20111220;152;21;28;56;63;68;88;86;50
20111222;153;36;37;44;62;75;90;61;40
20111224;154;16;41;46;53;86;87;24;89
20111227;155;6;9;21;24;30;47;87;74
20111229;156;15;20;42;43;47;83;26;80
20111231;157;2;3;9;30;33;56;11;32
20120103;1;35;47;54;68;71;78;33;79
20120105;2;10;11;12;24;56;71;38;28
20120107;3;7;15;60;72;77;90;13;48
20120110;4;14;22;27;28;34;66;69;23
20120112;5;20;49;53;63;73;84;88;49
20120114;6;4;12;15;37;53;83;41;65
20120117;7;9;27;32;51;53;71;62;82
20120119;8;24;41;44;56;73;90;60;66
20120121;9;12;19;33;38;62;80;84;12
20120124;10;27;32;55;68;72;75;84;61
20120126;11;13;16;22;30;52;87;42;37
20120128;12;2;17;25;50;52;84;28;35
20120131;13;16;23;28;33;43;86;30;51
20120202;14;25;37;43;50;58;60;89;6
20120204;15;1;17;30;43;67;82;2;40
20120207;16;27;30;69;75;81;83;68;36
20120209;17;43;51;54;71;73;85;25;56
20120211;18;23;30;46;64;70;86;31;26
20120214;19;12;25;41;79;86;88;37;66
20120216;20;5;21;23;41;74;84;81;48
20120218;21;8;21;39;56;74;81;19;30
20120221;22;28;29;30;39;75;87;65;16
20120223;23;20;28;56;62;63;76;35;31
20120225;24;14;30;64;75;79;89;31;11
20120228;25;25;34;43;57;67;77;3;73
20120301;26;6;14;19;26;51;53;83;31
20120303;27;16;19;31;46;69;74;62;82
20120306;28;31;42;49;51;68;79;70;69
20120308;29;23;37;47;79;80;83;53;46
20120310;30;1;8;40;54;69;81;61;53
20120313;31;15;17;53;67;75;81;37;18
20120315;32;1;13;14;34;67;83;61;17
20120317;33;12;23;54;68;84;89;86;76
20120320;34;21;39;44;49;65;87;54;57
20120322;35;6;21;37;55;84;88;89;53
20120324;36;39;45;49;66;75;80;77;74
20120327;37;9;26;27;40;51;69;11;8
20120329;38;11;45;50;54;57;62;18;62
20120331;39;11;23;38;47;57;83;61;38
20120403;40;11;34;55;63;87;89;6;83
20120405;41;10;37;44;56;60;89;7;25
20120407;42;37;46;54;55;65;87;1;59
20120410;43;9;22;41;49;52;53;77;36
20120412;44;15;25;34;54;70;88;33;45
20120414;45;5;22;24;36;85;86;29;2
20120417;46;6;28;39;46;60;78;57;56
20120419;47;12;26;27;47;63;77;3;45
20120421;48;9;11;33;69;73;82;44;48
20120424;49;24;28;54;68;78;81;74;26
20120426;50;19;61;62;65;85;89;67;39
20120428;51;6;11;34;51;59;82;75;6
20120502;52;9;22;61;67;84;85;6;36
20120503;53;8;16;25;28;57;68;55;10
20120505;54;13;14;19;57;77;79;65;52
20120508;55;13;19;35;38;52;64;57;66
20120510;56;6;16;30;53;60;71;86;11
20120512;57;10;45;58;66;83;85;51;20
20120515;58;5;38;56;76;77;89;71;64
20120517;59;14;38;41;58;65;75;86;70
20120519;60;1;23;27;33;37;85;56;16
20120522;61;1;6;31;45;58;85;55;81
20120524;62;10;29;32;43;56;90;71;84
20120526;63;3;33;51;55;73;84;47;88
20120529;64;38;39;42;49;55;81;2;10
20120531;65;12;25;66;72;75;89;6;57
20120604;66;8;16;20;23;47;56;50;79
20120605;67;15;29;38;44;67;74;63;2
20120607;68;32;58;63;70;75;81;4;59
20120609;69;31;34;52;54;78;82;74;81
20120612;70;20;30;47;69;77;83;86;17
20120614;71;3;13;39;40;49;75;24;26
20120616;72;1;9;37;69;71;83;48;40
20120619;73;52;62;65;77;87;90;13;31
20120621;74;9;24;39;48;69;75;36;80
20120623;75;2;6;26;42;55;86;3;15
20120626;76;13;30;46;48;70;88;10;9
20120628;77;6;20;25;42;57;80;49;63
20120630;78;17;20;21;39;44;89;75;83
20120703;79;2;12;17;60;63;78;61;56
20120705;80;15;59;64;65;76;79;17;26
20120707;81;15;25;26;53;74;76;28;25
20120710;82;19;32;33;66;75;78;21;36
20120712;83;40;42;54;66;77;86;39;47
20120714;84;27;38;70;75;78;82;69;28
20120717;85;8;28;35;53;57;61;36;14
20120719;86;5;36;51;55;69;79;48;86
20120721;87;22;24;49;58;72;85;25;52
20120724;88;2;45;55;77;84;88;65;7
20120726;89;11;18;30;59;76;77;5;54
20120728;90;9;17;67;68;80;81;1;87
20120731;91;29;82;83;84;87;89;13;49
20120802;92;2;8;55;66;73;83;32;83
20120804;93;12;35;47;56;74;87;67;13
20120807;94;24;50;57;62;72;77;38;75
20120809;95;19;30;32;39;47;71;35;42
20120811;96;4;11;13;42;54;75;82;50
20120814;97;19;22;23;28;41;74;61;84
20120816;98;38;39;46;74;85;89;82;21
20120818;99;3;5;11;34;43;49;2;24
20120821;100;35;42;62;67;76;78;49;85
20120823;101;5;27;36;40;46;64;4;52
20120825;102;7;38;66;67;71;88;43;40
20120828;103;15;27;30;34;75;80;70;71
20120830;104;17;20;22;40;52;62;14;43
20120901;105;6;20;31;33;63;74;75;57
20120904;106;34;42;58;60;82;83;72;28
20120906;107;16;29;39;49;59;64;18;41
20120908;108;5;13;31;42;43;73;60;21
20120911;109;8;33;42;44;48;89;43;9
20120913;110;12;26;27;46;65;77;15;50
20120915;111;21;23;32;35;36;72;4;68
20120918;112;3;10;18;25;50;68;66;45
20120920;113;10;17;50;65;75;86;57;8
20120922;114;1;28;29;68;84;85;27;81
20120925;115;21;23;33;46;61;76;10;32
20120927;116;3;8;10;31;77;79;61;58
20120929;117;6;7;33;53;64;90;38;17
20121002;118;36;52;69;71;78;84;1;16
20121004;119;21;25;47;62;79;87;37;51
20121006;120;13;40;41;56;82;87;74;47
20121009;121;6;9;37;67;83;88;26;19
20121011;122;16;34;50;58;80;90;33;71
20121013;123;14;17;38;58;60;81;79;57
20121016;124;1;20;24;27;46;60;18;1
20121018;125;7;41;56;61;68;84;89;6
20121020;126;2;5;28;36;69;81;29;61
20121023;127;45;50;65;67;78;79;43;77
20121025;128;15;23;51;52;77;90;19;19
20121027;129;15;33;34;43;49;75;9;13
20121030;130;10;32;46;61;70;75;73;13
